#runNumber,lumi per LS (/fb),nEvent,HO,HO_SOI,rate_HO_SOI [kHz],BMTF, rate_BMTF [kHz],MB1,rate_MB1 [kHz],isolatedMB1,rate_isolatedMB1 [kHz],isolatedMB1_withHO_SOI,rate_isolatedMB1_withHO_SOI [kHz],unisolatedMB1,rate_unisolatedMB1 [kHz],unisolatedMB1_withHO_SOI,rate_unisolatedMB1_withHO_SOI [kHz]
305745,0.022233,248798,36966,17221,2768.671774,235,37.781654,487,78.296449,466,74.920216,27,4.340871,21,3.376233,1,0.160773
305746,0.022475,240933,36800,18696,3103.933459,226,37.520805,489,81.184396,474,78.694077,20,3.320425,15,2.490319,1,0.166021
305747,0.023100,63059,8942,4213,2672.417894,41,26.007390,108,68.507271,102,64.701311,6,3.805959,6,3.805959,0,0.000000
305748,0.022500,61438,9403,4701,3060.646505,39,25.391452,120,78.127543,116,75.523292,0,0.000000,4,2.604251,0,0.000000
305749,0.022200,61041,9401,4887,3202.437706,61,39.973133,118,77.325077,113,74.048590,0,0.000000,5,3.276486,0,0.000000
305750,0.024111,60062,8500,4187,2788.451933,38,25.307183,123,81.915354,119,79.251440,4,2.663914,4,2.663914,1,0.665978
305751,0.022300,62092,8547,4086,2632.223153,57,36.719706,131,84.390904,127,81.814082,7,4.509438,4,2.576821,0,0.000000
305752,0.022200,61887,8752,4382,2832.258794,54,34.902322,126,81.438751,120,77.560715,6,3.878036,6,3.878036,0,0.000000
305753,0.021500,60433,8232,3961,2621.746397,47,31.108831,100,66.189003,97,64.203333,1,0.661890,3,1.985670,0,0.000000
305754,0.021600,61122,8461,4206,2752.527731,42,27.486012,111,72.641602,106,69.369458,8,5.235431,5,3.272144,0,0.000000
305755,0.021700,61475,8635,4263,2773.810492,64,41.642944,122,79.381863,112,72.875153,6,3.904026,10,6.506710,0,0.000000
305756,0.023471,113035,16934,8119,2873.092405,102,36.095015,234,82.806210,225,79.621356,1,0.353873,9,3.184854,0,0.000000
305757,0.021842,1717374,214242,102433,2385.805305,1208,28.135980,2849,66.357124,2715,63.236080,80,1.863310,134,3.121044,5,0.116457
305758,0.002923,626302,11710,5641,360.273478,56,3.576549,107,6.833764,100,6.386695,4,0.255468,7,0.447069,1,0.063867
306126,0.041094,1521414,164274,43491,1143.436303,170,4.469526,767,20.165451,746,19.613333,21,0.552118,21,0.552118,1,0.026291
306139,0.085532,653362,143610,37964,2324.224549,129,7.897613,697,42.671597,680,41.630826,23,1.408101,17,1.040771,1,0.061222
306425,0.243153,17322,10360,2736,6317.977139,11,25.401224,51,117.769311,50,115.460109,0,0.000000,1,2.309202,0,0.000000
306432,0.018331,52426,2730,714,544.767863,5,3.814901,14,10.681723,14,10.681723,1,0.762980,0,0.000000,0,0.000000
306458,0.232209,689146,415471,109854,6376.239578,385,22.346498,1908,110.745764,1870,108.540135,51,2.960186,38,2.205628,3,0.174129
306459,0.219250,11327,6253,1644,5805.597246,7,24.719696,27,95.347400,27,95.347400,1,3.531385,0,0.000000,0,0.000000
